No,no_focal,date,subject,start_time,fin_time,time,consort,activity,T_G,RG,RGsuc3_TF,RGsuc3,G_size1,Gr,groomer,groomee,groomer2,groomee2,x0_1m,x1_3m,x3_5m,x5_10m,Event,agg_male,agg_mf,agg_focal,aggressor1,aggressor2,victim1,victim2,type,memo,aggressor,victim
1480,16,2018-10-13T00:00:00Z,Mei,NA,NA,90,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1481,16,2018-10-13T00:00:00Z,Mei,NA,NA,91,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1482,16,2018-10-13T00:00:00Z,Mei,NA,NA,92,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1483,16,2018-10-13T00:00:00Z,Mei,NA,NA,93,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1484,16,2018-10-13T00:00:00Z,Mei,NA,NA,94,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1485,16,2018-10-13T00:00:00Z,Mei,NA,NA,95,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1486,16,2018-10-13T00:00:00Z,Mei,NA,NA,96,4,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1487,16,2018-10-13T00:00:00Z,Mei,NA,NA,97,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1488,16,2018-10-13T00:00:00Z,Mei,NA,NA,98,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1489,16,2018-10-13T00:00:00Z,Mei,NA,NA,99,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1490,16,2018-10-13T00:00:00Z,Mei,NA,NA,100,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1491,16,2018-10-13T00:00:00Z,Mei,NA,NA,101,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1492,16,2018-10-13T00:00:00Z,Mei,NA,NA,102,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1493,16,2018-10-13T00:00:00Z,Mei,NA,NA,103,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1494,16,2018-10-13T00:00:00Z,Mei,NA,NA,104,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1495,16,2018-10-13T00:00:00Z,Mei,NA,NA,105,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1496,16,2018-10-13T00:00:00Z,Mei,NA,NA,106,4,G,G,1,1,1,2,1,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1497,16,2018-10-13T00:00:00Z,Mei,NA,NA,107,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1498,16,2018-10-13T00:00:00Z,Mei,NA,NA,108,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1499,16,2018-10-13T00:00:00Z,Mei,NA,NA,109,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1500,16,2018-10-13T00:00:00Z,Mei,NA,NA,110,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1501,16,2018-10-13T00:00:00Z,Mei,NA,NA,111,4,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1502,16,2018-10-13T00:00:00Z,Mei,NA,NA,112,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1503,16,2018-10-13T00:00:00Z,Mei,NA,NA,113,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1504,16,2018-10-13T00:00:00Z,Mei,NA,NA,114,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1505,16,2018-10-13T00:00:00Z,Mei,NA,NA,115,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1506,16,2018-10-13T00:00:00Z,Mei,NA,NA,116,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1507,16,2018-10-13T00:00:00Z,Mei,NA,NA,117,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1508,16,2018-10-13T00:00:00Z,Mei,NA,NA,118,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1509,16,2018-10-13T00:00:00Z,Mei,NA,NA,119,4,G,G,1,1,1,2,1,Mei,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1510,17,2018-10-13T00:00:00Z,Kit,NA,NA,0,5,R,G,1,1,1,1,0,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1511,17,2018-10-13T00:00:00Z,Kit,NA,NA,1,5,R,G,1,1,1,1,0,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1512,17,2018-10-13T00:00:00Z,Kit,NA,NA,2,5,R,G,1,1,1,1,0,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1513,17,2018-10-13T00:00:00Z,Kit,NA,NA,3,5,R,G,1,1,1,1,0,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1514,17,2018-10-13T00:00:00Z,Kit,NA,NA,4,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1515,17,2018-10-13T00:00:00Z,Kit,NA,NA,5,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1516,17,2018-10-13T00:00:00Z,Kit,NA,NA,6,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1517,17,2018-10-13T00:00:00Z,Kit,NA,NA,7,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1518,17,2018-10-13T00:00:00Z,Kit,NA,NA,8,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1519,17,2018-10-13T00:00:00Z,Kit,NA,NA,9,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1520,17,2018-10-13T00:00:00Z,Kit,NA,NA,10,5,G,G,1,1,1,1,1,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1521,17,2018-10-13T00:00:00Z,Kit,NA,NA,11,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1522,17,2018-10-13T00:00:00Z,Kit,NA,NA,12,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1523,17,2018-10-13T00:00:00Z,Kit,NA,NA,13,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1524,17,2018-10-13T00:00:00Z,Kit,NA,NA,14,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1525,17,2018-10-13T00:00:00Z,Kit,NA,NA,15,5,R,G,1,0,0,1,0,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1526,17,2018-10-13T00:00:00Z,Kit,NA,NA,16,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1527,17,2018-10-13T00:00:00Z,Kit,NA,NA,17,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1528,17,2018-10-13T00:00:00Z,Kit,NA,NA,18,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lg(Kit,EG),Th(Kit,EG)",NA,1,0,NA,NA,NA,NA,NA,NA,Kit,EG
1529,17,2018-10-13T00:00:00Z,Kit,NA,NA,19,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Ch(LK,Kit)",NA,1,1,LK,NA,NA,NA,NA,NA,LK,Kit
1530,17,2018-10-13T00:00:00Z,Kit,NA,NA,20,5,O,G,0,0,0,NA,0,NA,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1531,17,2018-10-13T00:00:00Z,Kit,NA,NA,21,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,LK,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1532,17,2018-10-13T00:00:00Z,Kit,NA,NA,22,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,LK,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1533,17,2018-10-13T00:00:00Z,Kit,NA,NA,23,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Lg(EG,Ten)",NA,1,0,NA,NA,NA,NA,NA,NA,EG,Ten
1534,17,2018-10-13T00:00:00Z,Kit,NA,NA,24,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1535,17,2018-10-13T00:00:00Z,Kit,NA,NA,25,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1536,17,2018-10-13T00:00:00Z,Kit,NA,NA,26,5,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1537,17,2018-10-13T00:00:00Z,Kit,NA,NA,27,5,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1538,17,2018-10-13T00:00:00Z,Kit,NA,NA,28,5,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1539,17,2018-10-13T00:00:00Z,Kit,NA,NA,29,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1540,17,2018-10-13T00:00:00Z,Kit,NA,NA,30,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1541,17,2018-10-13T00:00:00Z,Kit,NA,NA,31,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1542,17,2018-10-13T00:00:00Z,Kit,NA,NA,32,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Tot,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1543,17,2018-10-13T00:00:00Z,Kit,NA,NA,33,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1544,17,2018-10-13T00:00:00Z,Kit,NA,NA,34,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1545,17,2018-10-13T00:00:00Z,Kit,NA,NA,35,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1546,17,2018-10-13T00:00:00Z,Kit,NA,NA,36,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1547,17,2018-10-13T00:00:00Z,Kit,NA,NA,37,5,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1548,17,2018-10-13T00:00:00Z,Kit,NA,NA,38,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1549,17,2018-10-13T00:00:00Z,Kit,NA,NA,39,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,Kil,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1550,17,2018-10-13T00:00:00Z,Kit,NA,NA,40,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"Kil,Tam",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1551,17,2018-10-13T00:00:00Z,Kit,NA,NA,41,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1552,17,2018-10-13T00:00:00Z,Kit,NA,NA,42,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1553,17,2018-10-13T00:00:00Z,Kit,NA,NA,43,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1554,17,2018-10-13T00:00:00Z,Kit,NA,NA,44,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1555,17,2018-10-13T00:00:00Z,Kit,NA,NA,45,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1556,17,2018-10-13T00:00:00Z,Kit,NA,NA,46,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1557,17,2018-10-13T00:00:00Z,Kit,NA,NA,47,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1558,17,2018-10-13T00:00:00Z,Kit,NA,NA,48,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1559,17,2018-10-13T00:00:00Z,Kit,NA,NA,49,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1560,17,2018-10-13T00:00:00Z,Kit,NA,NA,50,5,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1561,17,2018-10-13T00:00:00Z,Kit,NA,NA,51,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1562,17,2018-10-13T00:00:00Z,Kit,NA,NA,52,5,R,LT,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1563,17,2018-10-13T00:00:00Z,Kit,NA,NA,53,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1564,17,2018-10-13T00:00:00Z,Kit,NA,NA,54,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1565,17,2018-10-13T00:00:00Z,Kit,NA,NA,55,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1566,17,2018-10-13T00:00:00Z,Kit,NA,NA,56,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,Kur,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1567,17,2018-10-13T00:00:00Z,Kit,NA,NA,57,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,Kur,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1568,17,2018-10-13T00:00:00Z,Kit,NA,NA,58,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1569,17,2018-10-13T00:00:00Z,Kit,NA,NA,59,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1570,17,2018-10-13T00:00:00Z,Kit,NA,NA,60,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1571,17,2018-10-13T00:00:00Z,Kit,NA,NA,61,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1572,17,2018-10-13T00:00:00Z,Kit,NA,NA,62,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1573,17,2018-10-13T00:00:00Z,Kit,NA,NA,63,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1574,17,2018-10-13T00:00:00Z,Kit,NA,NA,64,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1575,17,2018-10-13T00:00:00Z,Kit,NA,NA,65,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1576,17,2018-10-13T00:00:00Z,Kit,NA,NA,66,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1577,17,2018-10-13T00:00:00Z,Kit,NA,NA,67,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1578,17,2018-10-13T00:00:00Z,Kit,NA,NA,68,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1579,17,2018-10-13T00:00:00Z,Kit,NA,NA,69,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1580,17,2018-10-13T00:00:00Z,Kit,NA,NA,70,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1581,17,2018-10-13T00:00:00Z,Kit,NA,NA,71,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1582,17,2018-10-13T00:00:00Z,Kit,NA,NA,72,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1583,17,2018-10-13T00:00:00Z,Kit,NA,NA,73,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1584,17,2018-10-13T00:00:00Z,Kit,NA,NA,74,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1585,17,2018-10-13T00:00:00Z,Kit,NA,NA,75,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1586,17,2018-10-13T00:00:00Z,Kit,NA,NA,76,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1587,17,2018-10-13T00:00:00Z,Kit,NA,NA,77,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1588,17,2018-10-13T00:00:00Z,Kit,NA,NA,78,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1589,17,2018-10-13T00:00:00Z,Kit,NA,NA,79,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1590,17,2018-10-13T00:00:00Z,Kit,NA,NA,80,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1591,17,2018-10-13T00:00:00Z,Kit,NA,NA,81,5,F,LT,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1592,17,2018-10-13T00:00:00Z,Kit,NA,NA,82,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1593,17,2018-10-13T00:00:00Z,Kit,NA,NA,83,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1594,17,2018-10-13T00:00:00Z,Kit,NA,NA,84,5,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1595,17,2018-10-13T00:00:00Z,Kit,NA,NA,85,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,IT,"Tot,Kol",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1596,17,2018-10-13T00:00:00Z,Kit,NA,NA,86,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,"IT,Tot",TY,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1597,17,2018-10-13T00:00:00Z,Kit,NA,NA,87,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"IT,Tot",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1598,17,2018-10-13T00:00:00Z,Kit,NA,NA,88,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"Kol,TY,Tot",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1599,17,2018-10-13T00:00:00Z,Kit,NA,NA,89,5,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"TY,Koh",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1600,18,2018-10-13T00:00:00Z,Hen,NA,NA,0,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1601,18,2018-10-13T00:00:00Z,Hen,NA,NA,1,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1602,18,2018-10-13T00:00:00Z,Hen,NA,NA,2,4,G,G,1,1,1,2,1,Hen,KR,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1603,18,2018-10-13T00:00:00Z,Hen,NA,NA,3,4,G,G,1,1,1,2,1,Hen,KR,NA,NA,KR,NA,NA,NA,"Ch(KR,Mei)",NA,1,0,NA,NA,NA,NA,NA,NA,KR,Mei
1604,18,2018-10-13T00:00:00Z,Hen,NA,NA,4,4,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1605,18,2018-10-13T00:00:00Z,Hen,NA,NA,5,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1606,18,2018-10-13T00:00:00Z,Hen,NA,NA,6,4,R,G,1,1,1,2,0,NA,NA,NA,NA,KR,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
