No,no_focal,date,subject,start_time,fin_time,time,consort,activity,T_G,RG,RGsuc3_TF,RGsuc3,G_size1,Gr,groomer,groomee,groomer2,groomee2,x0_1m,x1_3m,x3_5m,x5_10m,Event,agg_male,agg_mf,agg_focal,aggressor1,aggressor2,victim1,victim2,type,memo,aggressor,victim
1,1,2018-10-08T00:00:00Z,Tot,NA,NA,0,0,R,G,1,1,1,4,0,NA,NA,NA,NA,NA,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2018-10-08T00:00:00Z,Tot,NA,NA,1,0,R,G,1,1,1,4,0,NA,NA,NA,NA,NA,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
3,1,2018-10-08T00:00:00Z,Tot,NA,NA,2,0,R,G,1,1,1,5,0,NA,NA,NA,NA,NA,"Kol,TY,Mik",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1,2018-10-08T00:00:00Z,Tot,NA,NA,3,0,R,G,1,1,1,4,0,NA,NA,NA,NA,NA,"Kol,TY,Mik",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
5,1,2018-10-08T00:00:00Z,Tot,NA,NA,4,0,R,G,1,1,1,4,0,NA,NA,NA,NA,NA,"Kol,TY,Mik",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1,2018-10-08T00:00:00Z,Tot,NA,NA,5,0,R,G,1,1,1,4,0,NA,NA,NA,NA,NA,"Kol,TY,Mik,Kur",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
7,1,2018-10-08T00:00:00Z,Tot,NA,NA,6,0,R,G,1,1,1,5,0,NA,NA,NA,NA,NA,"Kol,TY,Mik,Kur",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
8,1,2018-10-08T00:00:00Z,Tot,NA,NA,7,0,R,G,1,1,1,6,0,NA,NA,NA,NA,NA,"Kol,TY,Mik,Kur,Ten",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
9,1,2018-10-08T00:00:00Z,Tot,NA,NA,8,0,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"Kol,TY,Mik,Kur,Ten",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10,1,2018-10-08T00:00:00Z,Tot,NA,NA,9,0,G,G,1,1,1,1,1,Tot,In,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
11,1,2018-10-08T00:00:00Z,Tot,NA,NA,10,0,G,G,1,1,1,1,1,Tot,In,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
12,1,2018-10-08T00:00:00Z,Tot,NA,NA,11,0,G,G,1,1,1,1,1,Tot,J,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,1,2018-10-08T00:00:00Z,Tot,NA,NA,12,0,G,G,1,1,1,1,1,Tot,J,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
14,1,2018-10-08T00:00:00Z,Tot,NA,NA,13,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
15,1,2018-10-08T00:00:00Z,Tot,NA,NA,14,0,G,G,1,1,1,2,1,Tot,J,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
16,1,2018-10-08T00:00:00Z,Tot,NA,NA,15,0,G,G,1,1,1,2,1,Tot,J,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
17,1,2018-10-08T00:00:00Z,Tot,NA,NA,16,0,R,G,1,1,1,2,0,NA,NA,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18,1,2018-10-08T00:00:00Z,Tot,NA,NA,17,0,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
19,1,2018-10-08T00:00:00Z,Tot,NA,NA,18,0,R,G,1,1,1,2,0,NA,NA,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
20,1,2018-10-08T00:00:00Z,Tot,NA,NA,19,0,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
21,1,2018-10-08T00:00:00Z,Tot,NA,NA,20,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
22,1,2018-10-08T00:00:00Z,Tot,NA,NA,21,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
23,1,2018-10-08T00:00:00Z,Tot,NA,NA,22,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
24,1,2018-10-08T00:00:00Z,Tot,NA,NA,23,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
25,1,2018-10-08T00:00:00Z,Tot,NA,NA,24,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
26,1,2018-10-08T00:00:00Z,Tot,NA,NA,25,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
27,1,2018-10-08T00:00:00Z,Tot,NA,NA,26,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
28,1,2018-10-08T00:00:00Z,Tot,NA,NA,27,0,F,T,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
29,1,2018-10-08T00:00:00Z,Tot,NA,NA,28,0,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
30,1,2018-10-08T00:00:00Z,Tot,NA,NA,29,0,R,G,1,0,0,3,0,NA,NA,NA,NA,NA,"Ako,UK",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
31,1,2018-10-08T00:00:00Z,Tot,NA,NA,30,0,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
32,1,2018-10-08T00:00:00Z,Tot,NA,NA,31,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Mik,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33,1,2018-10-08T00:00:00Z,Tot,NA,NA,32,0,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
34,1,2018-10-08T00:00:00Z,Tot,NA,NA,33,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"Ako,UK",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
35,1,2018-10-08T00:00:00Z,Tot,NA,NA,34,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"Ako,UK",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
36,1,2018-10-08T00:00:00Z,Tot,NA,NA,35,0,R,G,1,0,0,2,0,NA,NA,NA,NA,NA,Kur,NA,NA,"Sup(IT,Tot)",NA,1,0,IT,NA,Tot,NA,NA,NA,IT,Tot
37,1,2018-10-08T00:00:00Z,Tot,NA,NA,36,0,R,G,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
38,1,2018-10-08T00:00:00Z,Tot,NA,NA,37,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Ako,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
39,1,2018-10-08T00:00:00Z,Tot,NA,NA,38,0,M,G,0,0,0,NA,0,NA,NA,NA,NA,NA,"Hen,IT,KR",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
40,1,2018-10-08T00:00:00Z,Tot,NA,NA,39,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,IT,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
41,1,2018-10-08T00:00:00Z,Tot,NA,NA,40,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,IT,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
42,1,2018-10-08T00:00:00Z,Tot,NA,NA,41,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
43,1,2018-10-08T00:00:00Z,Tot,NA,NA,42,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
44,1,2018-10-08T00:00:00Z,Tot,NA,NA,43,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
45,1,2018-10-08T00:00:00Z,Tot,NA,NA,44,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
46,1,2018-10-08T00:00:00Z,Tot,NA,NA,45,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
47,1,2018-10-08T00:00:00Z,Tot,NA,NA,46,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
48,1,2018-10-08T00:00:00Z,Tot,NA,NA,47,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49,1,2018-10-08T00:00:00Z,Tot,NA,NA,48,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
50,1,2018-10-08T00:00:00Z,Tot,NA,NA,49,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
51,1,2018-10-08T00:00:00Z,Tot,NA,NA,50,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
52,1,2018-10-08T00:00:00Z,Tot,NA,NA,51,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
53,1,2018-10-08T00:00:00Z,Tot,NA,NA,52,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
54,1,2018-10-08T00:00:00Z,Tot,NA,NA,53,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
55,1,2018-10-08T00:00:00Z,Tot,NA,NA,54,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
56,1,2018-10-08T00:00:00Z,Tot,NA,NA,55,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
57,1,2018-10-08T00:00:00Z,Tot,NA,NA,56,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
58,1,2018-10-08T00:00:00Z,Tot,NA,NA,57,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
59,1,2018-10-08T00:00:00Z,Tot,NA,NA,58,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
60,1,2018-10-08T00:00:00Z,Tot,NA,NA,59,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
61,1,2018-10-08T00:00:00Z,Tot,NA,NA,60,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
62,1,2018-10-08T00:00:00Z,Tot,NA,NA,61,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
63,1,2018-10-08T00:00:00Z,Tot,NA,NA,62,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
64,1,2018-10-08T00:00:00Z,Tot,NA,NA,63,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
65,1,2018-10-08T00:00:00Z,Tot,NA,NA,64,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,EG,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
66,1,2018-10-08T00:00:00Z,Tot,NA,NA,65,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
67,1,2018-10-08T00:00:00Z,Tot,NA,NA,66,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
68,1,2018-10-08T00:00:00Z,Tot,NA,NA,67,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
69,1,2018-10-08T00:00:00Z,Tot,NA,NA,68,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
70,1,2018-10-08T00:00:00Z,Tot,NA,NA,69,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
71,1,2018-10-08T00:00:00Z,Tot,NA,NA,70,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
72,1,2018-10-08T00:00:00Z,Tot,NA,NA,71,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
73,1,2018-10-08T00:00:00Z,Tot,NA,NA,72,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
74,1,2018-10-08T00:00:00Z,Tot,NA,NA,73,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
75,1,2018-10-08T00:00:00Z,Tot,NA,NA,74,0,F,G,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
76,1,2018-10-08T00:00:00Z,Tot,NA,NA,75,0,G,G,1,1,1,2,1,Tam,Tot,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
77,1,2018-10-08T00:00:00Z,Tot,NA,NA,76,0,G,G,1,1,1,2,1,Tot,Tam,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
78,1,2018-10-08T00:00:00Z,Tot,NA,NA,77,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
79,1,2018-10-08T00:00:00Z,Tot,NA,NA,78,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Mei,KR","Ten,Mik",NA,"Lg(KR, Tot;Tam)",NA,1,1,KR,NA,NA,NA,NA,NA,KR, Tot;Tam
80,1,2018-10-08T00:00:00Z,Tot,NA,NA,79,0,G,G,1,1,1,9,1,Tam,Tot,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
81,1,2018-10-08T00:00:00Z,Tot,NA,NA,80,0,G,G,1,1,1,9,1,Tam,Tot,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
82,1,2018-10-08T00:00:00Z,Tot,NA,NA,81,0,R,G,1,1,1,9,0,NA,NA,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
83,1,2018-10-08T00:00:00Z,Tot,NA,NA,82,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
84,1,2018-10-08T00:00:00Z,Tot,NA,NA,83,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Kol,TY","Mik,Ten,Koh,Kit,Kil",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
85,1,2018-10-08T00:00:00Z,Tot,NA,NA,84,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
86,1,2018-10-08T00:00:00Z,Tot,NA,NA,85,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
87,1,2018-10-08T00:00:00Z,Tot,NA,NA,86,0,R,G,1,1,1,9,0,NA,NA,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
88,1,2018-10-08T00:00:00Z,Tot,NA,NA,87,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
89,1,2018-10-08T00:00:00Z,Tot,NA,NA,88,0,G,G,1,1,1,10,1,Tot,Tam,NA,NA,Tam,"Kol,TY",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
90,1,2018-10-08T00:00:00Z,Tot,NA,NA,89,0,R,G,1,1,1,9,0,NA,NA,NA,NA,Tam,"Kol,TY","Kil,Kit,Koh","Ten,Kur",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
91,1,2018-10-08T00:00:00Z,Tot,NA,NA,90,0,G,G,1,1,1,10,1,Tam,Tot,NA,NA,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
92,1,2018-10-08T00:00:00Z,Tot,NA,NA,91,0,G,G,1,1,1,10,1,Tam,Tot,NA,NA,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
93,1,2018-10-08T00:00:00Z,Tot,NA,NA,92,0,G,G,1,1,1,10,1,Tot,Tam,NA,NA,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
94,1,2018-10-08T00:00:00Z,Tot,NA,NA,93,0,G,G,1,1,1,9,1,Tot,Tam,NA,NA,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
95,1,2018-10-08T00:00:00Z,Tot,NA,NA,94,0,G,G,1,1,1,11,1,Tot,Tam,NA,NA,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten","Mik,Ten,Koh,Kit,Kil",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
96,1,2018-10-08T00:00:00Z,Tot,NA,NA,95,0,R,G,1,1,1,10,0,NA,NA,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
97,1,2018-10-08T00:00:00Z,Tot,NA,NA,96,0,G,G,1,1,1,2,1,Tot,Tam,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
98,1,2018-10-08T00:00:00Z,Tot,NA,NA,97,0,G,G,1,1,1,2,1,Tot,Tam,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
99,1,2018-10-08T00:00:00Z,Tot,NA,NA,98,0,G,G,1,1,1,2,1,Tot,Tam,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
100,1,2018-10-08T00:00:00Z,Tot,NA,NA,99,0,G,G,1,1,1,2,1,Tot,Tam,NA,NA,Tam,NA,NA,"Ten,Kur,Koh,Kil,Kit,Mik",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
101,1,2018-10-08T00:00:00Z,Tot,NA,NA,100,0,G,G,1,1,1,2,1,Tot,Tam,NA,NA,Tam,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
102,1,2018-10-08T00:00:00Z,Tot,NA,NA,101,0,G,G,1,1,1,4,1,Tam,Tot,NA,NA,Tam,NA,"Kol,TY",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
103,1,2018-10-08T00:00:00Z,Tot,NA,NA,102,0,G,G,1,1,1,4,1,Tam,Tot,NA,NA,Tam,NA,"Kol,TY",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
104,1,2018-10-08T00:00:00Z,Tot,NA,NA,103,0,R,G,1,1,1,1,0,NA,NA,NA,NA,NA,NA,KR,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
105,2,2018-10-08T00:00:00Z,Kol,NA,NA,0,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
106,2,2018-10-08T00:00:00Z,Kol,NA,NA,1,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
107,2,2018-10-08T00:00:00Z,Kol,NA,NA,2,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
108,2,2018-10-08T00:00:00Z,Kol,NA,NA,3,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
109,2,2018-10-08T00:00:00Z,Kol,NA,NA,4,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
110,2,2018-10-08T00:00:00Z,Kol,NA,NA,5,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
111,2,2018-10-08T00:00:00Z,Kol,NA,NA,6,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
112,2,2018-10-08T00:00:00Z,Kol,NA,NA,7,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
113,2,2018-10-08T00:00:00Z,Kol,NA,NA,8,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
114,2,2018-10-08T00:00:00Z,Kol,NA,NA,9,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
115,2,2018-10-08T00:00:00Z,Kol,NA,NA,10,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
116,2,2018-10-08T00:00:00Z,Kol,NA,NA,11,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
117,2,2018-10-08T00:00:00Z,Kol,NA,NA,12,1,G,G,1,1,1,2,1,Kol,TY,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
118,2,2018-10-08T00:00:00Z,Kol,NA,NA,13,1,G,G,1,1,1,2,1,Kol,TY,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
119,2,2018-10-08T00:00:00Z,Kol,NA,NA,14,1,G,G,1,1,1,2,1,Kol,TY,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
120,2,2018-10-08T00:00:00Z,Kol,NA,NA,15,1,G,G,1,1,1,2,1,Kol,TY,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
121,2,2018-10-08T00:00:00Z,Kol,NA,NA,16,1,G,G,1,1,1,2,1,Kol,TY,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
122,2,2018-10-08T00:00:00Z,Kol,NA,NA,17,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
123,2,2018-10-08T00:00:00Z,Kol,NA,NA,18,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
124,2,2018-10-08T00:00:00Z,Kol,NA,NA,19,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
125,2,2018-10-08T00:00:00Z,Kol,NA,NA,20,1,R,G,1,1,1,2,0,NA,NA,NA,NA,TY,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
