no_focal,date,subject,time,activity,T_G,RGsize,x0_1m,x1_3m,x3_5m,x5_10m,N,ok
m18_1,2018-10-08T00:00:00Z,Tot,0,R,G,4,NA,"Kol,TY",NA,NA,3,0
m18_1,2018-10-08T00:00:00Z,Tot,1,R,G,4,NA,"Kol,TY",NA,NA,3,0
m18_1,2018-10-08T00:00:00Z,Tot,2,R,G,5,NA,"Kol,TY,Mik",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,3,R,G,4,NA,"Kol,TY,Mik",NA,NA,4,1
m18_1,2018-10-08T00:00:00Z,Tot,4,R,G,4,NA,"Kol,TY,Mik",NA,NA,4,1
m18_1,2018-10-08T00:00:00Z,Tot,5,R,G,4,NA,"Kol,TY,Mik,Kur",NA,NA,5,0
m18_1,2018-10-08T00:00:00Z,Tot,6,R,G,5,NA,"Kol,TY,Mik,Kur",NA,NA,5,1
m18_1,2018-10-08T00:00:00Z,Tot,7,R,G,6,NA,"Kol,TY,Mik,Kur,Ten",NA,NA,6,1
m18_1,2018-10-08T00:00:00Z,Tot,9,G,G,1,NA,NA,NA,NA,NA,NA
m18_1,2018-10-08T00:00:00Z,Tot,10,G,G,1,NA,Mik,NA,NA,2,0
m18_1,2018-10-08T00:00:00Z,Tot,11,G,G,1,NA,Mik,NA,NA,2,0
m18_1,2018-10-08T00:00:00Z,Tot,12,G,G,1,NA,Mik,NA,NA,2,0
m18_1,2018-10-08T00:00:00Z,Tot,14,G,G,2,NA,Mik,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,15,G,G,2,NA,Mik,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,16,R,G,2,NA,Mik,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,17,R,G,1,NA,NA,NA,NA,NA,NA
m18_1,2018-10-08T00:00:00Z,Tot,18,R,G,2,NA,Mik,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,29,R,G,3,NA,"Ako,UK",NA,NA,2,0
m18_1,2018-10-08T00:00:00Z,Tot,35,R,G,2,NA,Kur,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,36,R,G,1,NA,NA,NA,NA,NA,NA
m18_1,2018-10-08T00:00:00Z,Tot,75,G,G,2,Tam,NA,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,76,G,G,2,Tam,NA,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,77,G,G,9,Tam,NA,NA,NA,2,0
m18_1,2018-10-08T00:00:00Z,Tot,78,G,G,9,Tam,"Mei,KR","Ten,Mik",NA,6,0
m18_1,2018-10-08T00:00:00Z,Tot,79,G,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,80,G,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,81,R,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,82,G,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,83,G,G,9,Tam,"Kol,TY","Mik,Ten,Koh,Kit,Kil",NA,9,1
m18_1,2018-10-08T00:00:00Z,Tot,84,G,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,85,G,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,86,R,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,87,G,G,9,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,88,G,G,10,Tam,"Kol,TY",NA,NA,4,0
m18_1,2018-10-08T00:00:00Z,Tot,89,R,G,9,Tam,"Kol,TY","Kil,Kit,Koh","Ten,Kur",9,1
m18_1,2018-10-08T00:00:00Z,Tot,90,G,G,10,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,9,0
m18_1,2018-10-08T00:00:00Z,Tot,91,G,G,10,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,9,0
m18_1,2018-10-08T00:00:00Z,Tot,92,G,G,10,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,9,0
m18_1,2018-10-08T00:00:00Z,Tot,93,G,G,9,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten",NA,NA,9,1
m18_1,2018-10-08T00:00:00Z,Tot,94,G,G,11,Tam,"Kol,TY,Kit,Kil,Koh,Kur,Ten","Mik,Ten,Koh,Kit,Kil",NA,14,0
m18_1,2018-10-08T00:00:00Z,Tot,95,R,G,10,Tam,NA,NA,NA,2,0
m18_1,2018-10-08T00:00:00Z,Tot,96,G,G,2,Tam,NA,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,97,G,G,2,Tam,NA,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,98,G,G,2,Tam,NA,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,99,G,G,2,Tam,NA,NA,"Ten,Kur,Koh,Kil,Kit,Mik",8,0
m18_1,2018-10-08T00:00:00Z,Tot,100,G,G,2,Tam,NA,NA,NA,2,1
m18_1,2018-10-08T00:00:00Z,Tot,101,G,G,4,Tam,NA,"Kol,TY",NA,4,1
m18_1,2018-10-08T00:00:00Z,Tot,102,G,G,4,Tam,NA,"Kol,TY",NA,4,1
m18_1,2018-10-08T00:00:00Z,Tot,103,R,G,1,NA,NA,KR,NA,2,0
m18_2,2018-10-08T00:00:00Z,Kol,0,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,1,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,2,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,3,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,4,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,5,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,6,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,7,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,8,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,9,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,10,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,11,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,12,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,13,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,14,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,15,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,16,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,17,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,18,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,19,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,20,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,21,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,22,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,23,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,24,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,25,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,26,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,27,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,28,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,29,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,30,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,31,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,32,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,33,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,34,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,35,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,36,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,37,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,38,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,39,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,40,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,41,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,42,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,43,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,44,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,45,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,46,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,47,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,48,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,49,R,G,1,NA,NA,NA,NA,NA,NA
m18_2,2018-10-08T00:00:00Z,Kol,50,R,T,1,NA,NA,NA,NA,NA,NA
m18_2,2018-10-08T00:00:00Z,Kol,51,R,T,1,NA,NA,NA,NA,NA,NA
m18_2,2018-10-08T00:00:00Z,Kol,52,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,53,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,54,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,55,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,56,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,57,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,58,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,59,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,60,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,61,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,62,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,63,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,64,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,65,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,66,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,67,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,68,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,69,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,70,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,71,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,72,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,73,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,75,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,76,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,77,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,78,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,79,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,80,R,G,1,TY,NA,NA,NA,2,0
m18_2,2018-10-08T00:00:00Z,Kol,81,R,G,1,TY,NA,NA,NA,2,0
m18_2,2018-10-08T00:00:00Z,Kol,82,R,G,1,TY,NA,NA,NA,2,0
m18_2,2018-10-08T00:00:00Z,Kol,83,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,84,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,85,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,86,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,87,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,88,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,89,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,90,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,91,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,92,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,93,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,94,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,95,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,96,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,97,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,98,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,99,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,100,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,101,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,102,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,103,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,104,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,105,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,106,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,107,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,108,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,109,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,110,R,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,111,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,112,G,G,2,TY,NA,NA,NA,2,1
m18_2,2018-10-08T00:00:00Z,Kol,113,G,G,3,TY,Mal,NA,NA,3,1
m18_2,2018-10-08T00:00:00Z,Kol,114,R,G,3,TY,Mal,NA,NA,3,1
m18_3,2018-10-08T00:00:00Z,Ako,3,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,4,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,5,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,6,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,7,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,8,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,9,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,10,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,11,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,12,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,15,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,16,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,17,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,18,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,19,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,20,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,21,R,G,1,NA,EG,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,22,R,G,4,NA,"LK,Tot,Hen",NA,NA,4,1
m18_3,2018-10-08T00:00:00Z,Ako,23,R,G,1,NA,"LK,Tot,Hen",NA,NA,4,0
m18_3,2018-10-08T00:00:00Z,Ako,24,R,G,1,NA,"LK,Hen",NA,NA,3,0
m18_3,2018-10-08T00:00:00Z,Ako,25,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,26,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,27,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,29,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,30,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,31,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,32,R,G,2,NA,"EG,LK",NA,NA,2,1
m18_3,2018-10-08T00:00:00Z,Ako,36,R,G,1,NA,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,39,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,40,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,41,R,G,1,NA,EG,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,42,R,G,1,NA,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,43,R,G,1,NA,EG,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,44,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,45,R,G,1,NA,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,46,R,G,1,NA,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,47,R,T,1,NA,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,48,R,T,1,NA,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,54,R,G,1,NA,EG,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,55,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,56,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,57,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,58,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,59,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,60,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,61,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,62,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,63,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,64,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,65,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,66,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,67,R,G,1,EG,NA,NA,NA,NA,NA
m18_3,2018-10-08T00:00:00Z,Ako,68,R,G,1,EG,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,4,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,6,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,7,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,8,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,9,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,10,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,11,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,12,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,13,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,14,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,15,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,16,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,17,G,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,18,R,G,2,NA,Kil,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,21,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,25,R,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,26,R,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,27,R,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,28,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,29,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,30,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,31,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,32,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,33,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,34,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,35,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,36,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,37,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,38,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,39,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,40,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,41,G,G,3,"Kur,Kil",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,43,G,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,44,G,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,45,G,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,46,G,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,47,R,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,48,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,49,R,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,50,R,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,56,R,G,1,Hot,NA,NA,NA,2,0
m18_4,2018-10-09T00:00:00Z,Ten,57,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,68,R,T,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,69,R,T,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,70,R,T,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,71,R,T,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,73,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,74,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,75,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,77,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,82,R,G,4,NA,"Mik,Kur",NA,NA,3,0
m18_4,2018-10-09T00:00:00Z,Ten,85,R,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,86,R,G,2,NA,Kur,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,87,G,G,2,Kur,NA,NA,NA,2,1
m18_4,2018-10-09T00:00:00Z,Ten,88,R,G,3,"Kur,Kun",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,89,R,G,3,"Kur,Kun",NA,NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,90,R,G,3,NA,"Kur,Kun",NA,NA,3,1
m18_4,2018-10-09T00:00:00Z,Ten,91,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,92,R,G,1,NA,NA,NA,NA,NA,NA
m18_4,2018-10-09T00:00:00Z,Ten,94,R,G,1,NA,NA,NA,NA,NA,NA
